firm,year,overall_rating,work_life_balance,culture_values,career_opp,comp_benefits,senior_mgmt
Leonardo-Hotels,2020,3.5,4.0,3.0,3.3,3.0,3.3
Leonardo-Hotels,2021,4.6,3.9,4.2,4.6,3.9,4.1
Lidl,2012,3.7,3.0,4.5,3.5,3.0,4.5
Lidl,2013,2.2,1.8,2.1,2.0,2.7,2.0
Lidl,2014,2.3,2.2,2.2,2.8,2.6,2.1
Lidl,2015,2.6,1.9,2.4,2.9,2.7,2.3
Lidl,2016,2.9,2.2,2.5,3.0,3.2,2.5
Lidl,2017,3.1,2.5,2.8,3.1,3.2,2.7
Lidl,2018,2.9,2.3,2.6,2.7,2.9,2.5
Lidl,2019,3.0,2.4,2.7,2.9,3.0,2.6
Lidl,2020,3.5,2.8,3.1,3.3,3.5,3.0
Lidl,2021,3.8,2.9,3.4,3.6,3.6,3.3
Link-Group,2015,2.0,2.3,1.7,2.3,1.7,1.3
Link-Group,2016,2.3,2.6,2.0,2.3,2.4,2.0
Link-Group,2017,2.6,2.7,2.4,2.7,2.4,2.5
Link-Group,2018,2.2,2.6,2.3,2.2,1.9,2.1
Link-Group,2019,2.3,2.5,2.2,2.4,2.0,2.1
Link-Group,2020,2.5,2.5,2.1,2.2,2.1,2.0
Link-Group,2021,2.6,2.9,2.6,2.4,2.2,2.4
LinkedIn,2008,3.8,4.0,,3.2,3.5,3.0
LinkedIn,2009,4.0,4.0,,3.0,4.0,2.0
LinkedIn,2010,3.9,4.1,,3.7,3.4,3.5
LinkedIn,2011,3.9,3.9,,3.7,3.4,3.8
LinkedIn,2012,4.1,3.9,3.9,3.9,3.8,4.0
LinkedIn,2013,4.8,4.5,4.8,4.5,4.4,4.6
LinkedIn,2014,4.2,3.9,4.3,3.9,4.2,4.0
LinkedIn,2015,4.3,4.0,4.4,4.0,4.2,4.0
LinkedIn,2016,4.4,4.2,4.5,4.1,4.4,4.0
LinkedIn,2017,4.4,4.3,4.5,3.9,4.4,3.9
LinkedIn,2018,4.3,4.3,4.4,3.9,4.5,3.9
LinkedIn,2019,4.2,4.2,4.4,3.8,4.2,3.8
LinkedIn,2020,4.3,4.3,4.4,3.8,4.3,3.8
LinkedIn,2021,4.4,4.3,4.5,3.8,4.3,3.9
Lloyds-Banking-Group,2008,3.3,4.3,,2.7,2.7,3.3
Lloyds-Banking-Group,2009,3.1,3.6,,2.8,3.0,2.6
Lloyds-Banking-Group,2010,3.6,3.8,,3.0,3.1,3.1
Lloyds-Banking-Group,2011,3.0,3.3,,2.9,3.1,2.8
Lloyds-Banking-Group,2012,3.0,3.4,2.6,2.9,3.0,2.6
Lloyds-Banking-Group,2013,2.9,3.0,2.9,2.7,3.1,2.4
Lloyds-Banking-Group,2014,3.1,3.2,3.0,2.9,3.2,2.7
Lloyds-Banking-Group,2015,3.3,3.5,3.2,3.2,3.1,2.9
Lloyds-Banking-Group,2016,3.3,3.6,3.2,3.2,3.3,2.9
Lloyds-Banking-Group,2017,3.3,3.6,3.3,3.0,3.5,2.8
Lloyds-Banking-Group,2018,3.6,3.7,3.6,3.3,3.6,3.0
Lloyds-Banking-Group,2019,3.6,3.8,3.5,3.3,3.8,3.1
Lloyds-Banking-Group,2020,3.8,3.8,3.8,3.4,3.8,3.3
Lloyds-Banking-Group,2021,3.8,3.8,3.7,3.4,3.7,3.3
London-Underground,2008,2.8,2.8,,2.8,3.0,2.2
London-Underground,2011,2.0,4.0,,2.0,2.0,1.0
London-Underground,2012,3.0,5.0,4.0,4.0,5.0,3.0
London-Underground,2014,3.5,3.1,3.2,3.3,3.8,2.5
London-Underground,2015,4.1,3.2,3.7,3.9,4.2,3.0
London-Underground,2016,4.1,3.7,3.7,4.1,4.2,3.4
London-Underground,2017,4.0,3.8,3.5,3.6,4.5,2.7
London-Underground,2018,3.9,3.3,3.7,3.5,3.9,3.3
London-Underground,2019,4.1,3.6,3.6,3.7,4.7,2.9
London-Underground,2020,4.5,3.4,4.2,4.0,4.5,3.7
London-Underground,2021,4.5,3.6,3.8,4.0,4.4,3.5
Loughborough-University,2010,3.8,3.2,,3.4,3.6,3.6
Loughborough-University,2011,4.0,3.7,,4.0,3.3,4.0
Loughborough-University,2012,4.0,3.0,4.0,3.0,3.0,5.0
Loughborough-University,2014,4.0,4.7,4.0,4.5,4.2,3.3
Loughborough-University,2015,4.6,5.0,4.5,3.2,4.5,3.8
Loughborough-University,2016,4.1,4.2,4.2,3.9,3.3,3.4
Loughborough-University,2017,4.2,4.1,4.0,3.5,3.8,3.5
Loughborough-University,2018,4.5,4.4,4.4,4.0,3.9,4.0
Loughborough-University,2019,4.5,4.0,4.0,3.7,3.8,3.7
Loughborough-University,2020,4.2,4.1,4.1,3.9,3.7,4.0
Loughborough-University,2021,4.3,3.9,4.1,3.9,3.9,3.9
Macdonald-Hotels-and-Resorts,2012,3.0,2.0,3.0,3.0,1.0,3.0
Macdonald-Hotels-and-Resorts,2014,1.0,1.0,1.0,2.0,1.0,1.0
Macdonald-Hotels-and-Resorts,2015,2.4,2.2,2.2,2.6,2.2,2.0
Macdonald-Hotels-and-Resorts,2016,1.4,1.2,1.4,1.3,1.4,1.2
Macdonald-Hotels-and-Resorts,2017,2.4,2.4,2.5,2.5,2.6,2.3
Macdonald-Hotels-and-Resorts,2018,2.3,2.2,2.2,2.5,2.5,2.1
Macdonald-Hotels-and-Resorts,2019,2.2,2.0,1.9,2.3,2.0,1.8
Macdonald-Hotels-and-Resorts,2020,2.9,2.4,2.5,2.5,2.6,2.4
Macdonald-Hotels-and-Resorts,2021,3.0,2.9,2.9,2.9,2.6,3.1
Malmaison,2010,5.0,5.0,,5.0,3.0,4.0
Malmaison,2013,4.0,2.3,4.0,4.0,3.7,3.0
Malmaison,2014,3.5,2.5,3.5,4.0,3.0,4.0
Malmaison,2015,3.6,1.8,2.6,3.6,2.2,1.8
Malmaison,2016,3.7,2.4,3.6,3.4,2.2,2.4
Malmaison,2017,3.0,3.0,3.0,3.2,2.5,2.9
Malmaison,2018,2.5,2.2,2.5,2.7,2.6,2.1
Malmaison,2019,3.0,2.4,3.0,3.1,3.1,2.9
Malmaison,2020,3.8,3.0,3.4,3.6,3.3,3.4
Malmaison,2021,3.2,2.2,2.7,3.2,2.6,2.9
Manchester-Metropolitan-University,2008,1.0,4.0,,3.0,3.0,1.0
Manchester-Metropolitan-University,2012,3.0,3.0,,3.0,3.0,3.0
Manchester-Metropolitan-University,2013,2.0,3.0,1.0,2.0,5.0,1.0
Manchester-Metropolitan-University,2014,4.0,4.2,3.5,3.4,4.2,3.0
Manchester-Metropolitan-University,2015,4.0,4.0,3.0,3.8,3.7,2.3
Manchester-Metropolitan-University,2016,3.3,3.5,3.2,3.1,3.4,2.7
Manchester-Metropolitan-University,2017,3.2,3.6,3.0,2.9,3.2,2.4
Manchester-Metropolitan-University,2018,4.0,4.0,4.0,3.3,3.6,3.0
Manchester-Metropolitan-University,2019,3.5,3.9,3.8,2.9,3.1,3.1
Manchester-Metropolitan-University,2020,4.1,3.9,3.9,3.5,3.9,3.3
Manchester-Metropolitan-University,2021,4.4,3.8,4.0,3.8,3.7,3.8
Manpower,2010,5.0,4.5,,4.0,4.0,4.5
Manpower,2011,1.0,2.0,,2.0,2.0,1.0
Manpower,2012,1.0,1.0,1.0,1.0,1.0,1.0
Manpower,2013,4.0,3.9,3.8,3.6,3.4,3.7
Manpower,2014,3.9,3.7,4.0,3.6,3.5,3.7
Manpower,2015,3.3,2.9,3.1,2.9,2.8,2.6
Manpower,2016,3.3,3.2,3.3,3.4,3.3,3.4
Manpower,2017,3.8,3.5,3.5,3.6,3.3,3.6
Manpower,2018,3.4,3.0,3.2,2.5,2.9,3.1
Manpower,2019,2.9,3.0,2.7,2.7,2.5,2.5
Manpower,2020,3.1,3.0,3.1,2.8,2.7,2.7
Manpower,2021,3.5,3.5,3.3,3.0,2.8,3.3
Marks-and-Spencer,2008,3.5,3.5,,2.0,3.5,3.5
Marks-and-Spencer,2009,4.0,4.0,,5.0,5.0,4.0
Marks-and-Spencer,2010,3.2,2.9,,3.0,3.4,2.3
Marks-and-Spencer,2011,3.5,3.0,,3.5,3.5,3.0
Marks-and-Spencer,2012,3.8,3.8,4.1,3.5,3.5,3.5
Marks-and-Spencer,2013,3.5,3.5,3.4,3.2,3.3,3.0
Marks-and-Spencer,2014,3.1,3.0,3.3,2.6,3.0,2.6
Marks-and-Spencer,2015,3.5,3.2,3.5,3.1,3.3,2.9
Marks-and-Spencer,2016,3.4,3.2,3.3,3.0,3.2,2.7
Marks-and-Spencer,2017,3.5,3.3,3.5,3.1,3.3,3.0
Marks-and-Spencer,2018,3.5,3.2,3.4,3.0,3.4,2.8
Marks-and-Spencer,2019,3.7,3.4,3.5,3.1,3.5,3.0
Marks-and-Spencer,2020,3.8,3.5,3.7,3.3,3.5,3.1
Marks-and-Spencer,2021,3.9,3.5,3.7,3.2,3.5,3.2
Marriott-International,2008,3.6,3.8,,3.5,3.2,3.4
Marriott-International,2009,3.5,3.5,,3.4,3.3,3.1
Marriott-International,2010,3.5,3.3,,3.1,3.1,3.2
Marriott-International,2011,3.4,3.3,,3.0,3.2,3.0
Marriott-International,2012,3.8,3.5,4.0,3.6,3.4,3.4
Marriott-International,2013,3.7,3.3,3.9,3.5,3.4,3.2
Marriott-International,2014,3.7,3.2,3.9,3.5,3.4,3.2
Marriott-International,2015,3.8,3.2,3.9,3.6,3.4,3.3
Marriott-International,2016,3.8,3.2,3.8,3.6,3.4,3.3
Marriott-International,2017,3.9,3.4,3.9,3.8,3.6,3.4
Marriott-International,2018,3.8,3.3,3.8,3.8,3.6,3.4
Marriott-International,2019,3.8,3.3,3.9,3.9,3.6,3.5
Marriott-International,2020,4.1,3.5,4.1,4.0,3.7,3.7
Marriott-International,2021,4.1,3.4,4.0,4.0,3.7,3.7
Mastercard,2008,4.0,4.2,,3.5,4.2,3.8
Mastercard,2009,3.2,3.7,,2.7,3.4,2.6
Mastercard,2010,3.2,3.6,,2.8,3.8,2.4
Mastercard,2011,3.2,3.6,,2.8,3.8,2.3
Mastercard,2012,3.9,3.9,3.8,3.4,4.2,3.4
Mastercard,2013,3.6,3.6,3.3,3.1,3.9,2.7
Mastercard,2014,3.7,3.8,3.6,3.3,3.9,3.1
Mastercard,2015,3.8,3.6,3.7,3.5,3.9,3.3
Mastercard,2016,3.7,3.6,3.7,3.4,3.9,3.2
Mastercard,2017,3.9,3.8,3.9,3.7,4.0,3.4
Mastercard,2018,4.0,3.9,3.9,3.7,4.0,3.5
Mastercard,2019,3.9,3.9,3.8,3.6,4.0,3.3
Mastercard,2020,4.1,4.0,4.1,3.9,4.1,3.7
Mastercard,2021,4.3,4.2,4.3,4.0,4.2,3.9
McDonald-s,2008,3.5,3.2,,3.2,2.6,3.5
McDonald-s,2009,2.9,2.9,,2.8,2.7,2.9
McDonald-s,2010,2.9,2.9,,2.8,2.7,2.8
McDonald-s,2011,3.0,3.1,,2.9,2.7,3.0
McDonald-s,2012,3.1,3.1,3.2,3.0,2.7,2.9
McDonald-s,2013,3.1,3.0,2.9,2.9,2.4,2.8
McDonald-s,2014,3.0,3.0,2.9,2.9,2.4,2.7
McDonald-s,2015,3.1,3.0,3.0,3.0,2.5,2.7
McDonald-s,2016,3.2,3.1,3.0,3.0,2.6,2.8
McDonald-s,2017,3.2,3.1,3.0,3.1,2.6,2.8
McDonald-s,2018,3.3,3.2,3.1,3.1,2.7,2.9
McDonald-s,2019,3.4,3.2,3.1,3.2,2.8,2.9
McDonald-s,2020,3.4,3.3,3.2,3.2,2.9,3.0
McDonald-s,2021,3.5,3.3,3.1,3.2,2.9,3.0
McKinsey-and-Company,2008,4.1,3.0,,4.2,3.9,4.1
McKinsey-and-Company,2009,3.9,3.1,,3.9,4.0,3.8
McKinsey-and-Company,2010,3.8,3.2,,3.8,3.9,3.7
McKinsey-and-Company,2011,4.0,3.2,,4.0,3.8,3.8
McKinsey-and-Company,2012,4.3,3.0,4.2,4.3,4.0,3.9
McKinsey-and-Company,2013,4.2,2.7,4.2,4.5,4.1,3.8
McKinsey-and-Company,2014,4.1,2.8,4.2,4.3,4.1,3.7
McKinsey-and-Company,2015,4.3,2.6,4.2,4.4,4.2,3.8
McKinsey-and-Company,2016,4.3,2.7,4.3,4.4,4.3,4.0
McKinsey-and-Company,2017,4.3,2.8,4.3,4.4,4.3,4.0
McKinsey-and-Company,2018,4.3,2.8,4.3,4.3,4.3,3.9
McKinsey-and-Company,2019,4.4,3.2,4.4,4.5,4.4,4.1
McKinsey-and-Company,2020,4.4,3.0,4.3,4.5,4.4,4.0
McKinsey-and-Company,2021,4.3,2.8,4.2,4.5,4.3,4.0
Mears,2014,3.5,3.5,3.3,4.3,4.0,3.7
Mears,2015,2.8,3.2,3.0,2.8,2.3,2.6
Mears,2016,2.6,2.6,2.7,2.6,2.5,2.3
Mears,2017,3.0,2.8,3.0,2.7,2.7,2.8
Mears,2018,2.5,2.1,2.1,1.8,1.9,1.9
Mears,2019,3.1,3.2,3.3,3.2,2.9,2.9
Mears,2020,2.8,2.8,3.0,3.0,2.6,2.7
Mears,2021,3.2,3.1,2.9,2.9,2.8,2.8
Mercer,2008,3.2,3.6,,3.2,2.8,2.7
Mercer,2009,3.2,3.3,,3.1,2.9,2.8
Mercer,2010,2.9,3.2,,2.7,2.6,2.5
Mercer,2011,2.8,3.1,,2.6,2.7,2.5
Mercer,2012,3.0,3.1,3.1,2.9,3.1,2.6
Mercer,2013,3.2,3.4,3.3,3.0,3.0,2.8
Mercer,2014,3.1,2.8,3.0,2.9,2.9,2.6
Mercer,2015,3.1,3.0,3.1,3.0,2.9,2.7
Mercer,2016,3.3,3.2,3.3,3.1,2.9,2.8
Mercer,2017,3.3,3.3,3.2,3.1,3.0,2.8
Mercer,2018,3.4,3.4,3.4,3.1,3.0,2.8
Mercer,2019,3.3,3.4,3.3,3.2,3.1,2.9
Mercer,2020,3.6,3.3,3.5,3.4,3.3,3.1
Mercer,2021,3.8,3.6,3.8,3.5,3.3,3.4
Met-Office,2009,2.0,4.0,,3.0,1.0,3.0
Met-Office,2011,3.0,4.0,,3.0,1.0,3.0
Met-Office,2014,2.5,4.0,1.5,2.0,3.5,2.0
Met-Office,2015,3.5,3.5,3.0,3.0,3.0,3.0
Met-Office,2016,3.4,3.8,3.5,3.2,2.0,2.7
Met-Office,2017,3.2,4.1,3.7,3.2,2.4,2.5
Met-Office,2018,3.2,3.0,3.5,2.7,2.7,2.6
Met-Office,2019,4.2,4.9,4.0,3.8,3.5,3.5
Met-Office,2020,3.7,4.0,4.2,3.2,3.5,3.7
Met-Office,2021,3.8,4.2,4.4,3.7,3.0,2.9
Metro-Bank,2015,4.8,3.9,5.0,5.0,4.2,4.6
Metro-Bank,2016,4.2,3.7,4.6,4.5,3.7,4.3
Metro-Bank,2017,4.1,3.4,4.3,4.2,3.6,3.9
Metro-Bank,2018,4.0,3.6,4.3,4.1,3.7,3.9
Metro-Bank,2019,3.3,3.1,3.8,3.4,3.0,2.9
Metro-Bank,2020,3.3,3.0,3.6,3.3,2.8,3.0
Metro-Bank,2021,3.4,3.0,3.7,3.3,3.1,2.9
Michelmores,2014,4.0,4.0,3.0,4.0,2.0,3.0
Michelmores,2016,4.7,4.5,4.7,4.1,4.3,4.2
Michelmores,2017,4.9,4.8,4.9,4.7,4.4,4.8
Michelmores,2018,4.5,4.6,4.5,4.5,4.5,4.1
Michelmores,2019,4.8,4.7,4.8,4.6,4.3,4.4
Michelmores,2020,3.8,4.0,3.7,4.0,4.0,3.7
Michelmores,2021,3.8,4.5,3.5,4.0,4.0,3.0
Microsoft,2008,3.7,3.8,,3.5,3.8,3.0
Microsoft,2009,3.4,3.5,,3.2,3.7,2.7
Microsoft,2010,3.4,3.4,,3.1,3.6,2.7
Microsoft,2011,3.4,3.4,,3.2,3.6,2.8
Microsoft,2012,3.7,3.5,3.5,3.6,3.9,2.9
Microsoft,2013,3.7,3.4,3.4,3.6,3.9,2.8
Microsoft,2014,3.7,3.5,3.4,3.6,4.0,2.9
Microsoft,2015,3.8,3.5,3.6,3.7,4.0,3.2
Microsoft,2016,4.0,3.6,3.8,3.8,4.1,3.4
Microsoft,2017,4.0,3.7,3.9,3.8,4.1,3.4
Microsoft,2018,4.1,3.8,4.0,3.9,4.0,3.5
Microsoft,2019,4.2,3.9,4.1,3.9,4.1,3.7
Microsoft,2020,4.4,4.0,4.3,4.1,4.1,3.9
Microsoft,2021,4.4,4.0,4.4,4.1,4.1,4.0
Ministry-of-Justice-UK,2009,4.0,4.0,,3.0,2.0,4.0
Ministry-of-Justice-UK,2010,4.5,4.0,,4.0,3.0,3.5
Ministry-of-Justice-UK,2012,3.0,3.0,2.0,3.0,3.5,2.0
Ministry-of-Justice-UK,2013,3.5,3.2,3.8,3.8,3.2,3.5
Ministry-of-Justice-UK,2014,2.2,4.0,2.5,2.2,2.2,3.0
Ministry-of-Justice-UK,2015,3.0,3.2,2.7,2.8,2.7,2.6
Ministry-of-Justice-UK,2016,3.0,4.0,2.9,2.8,3.0,2.4
Ministry-of-Justice-UK,2017,3.0,4.0,3.0,3.1,2.9,2.5
Ministry-of-Justice-UK,2018,3.4,3.5,3.3,3.1,2.9,2.6
Ministry-of-Justice-UK,2019,3.3,3.7,3.2,3.1,2.8,2.8
Ministry-of-Justice-UK,2020,3.7,3.8,3.6,3.6,3.4,3.2
Ministry-of-Justice-UK,2021,3.9,4.0,3.6,3.7,3.1,3.5
Missguided,2015,3.0,3.0,3.7,3.3,3.7,3.0
Missguided,2016,2.0,2.5,2.8,2.8,2.8,3.8
Missguided,2017,4.2,3.9,4.1,3.7,3.5,3.6
Missguided,2018,3.4,3.5,3.6,3.0,2.8,3.0
Missguided,2019,3.6,4.2,3.6,3.0,2.9,3.2
Missguided,2020,3.3,3.4,3.7,2.9,3.5,3.3
Missguided,2021,3.3,3.2,3.3,2.8,2.7,3.0
Mitie,2010,3.0,3.0,,3.0,3.0,2.0
Mitie,2012,4.0,4.0,4.0,4.0,3.0,2.0
Mitie,2013,4.0,5.0,4.0,3.0,4.0,4.0
Mitie,2014,2.9,3.0,2.9,2.9,2.6,2.5
Mitie,2015,2.4,2.5,2.3,2.5,2.2,2.3
Mitie,2016,2.6,2.4,2.6,2.4,2.3,2.3
Mitie,2017,2.4,2.6,2.3,2.2,2.0,2.1
Mitie,2018,2.5,2.7,2.4,2.4,2.4,2.3
Mitie,2019,2.9,2.8,2.8,2.7,2.7,2.6
Mitie,2020,3.0,2.8,2.8,2.7,2.6,2.5
Mitie,2021,3.0,3.1,2.8,2.8,2.5,2.6
Moneypenny,2015,3.0,4.0,5.0,1.0,3.0,5.0
Moneypenny,2017,3.8,4.0,3.8,3.0,4.4,3.8
Moneypenny,2018,2.1,2.2,2.6,1.8,2.8,1.9
Moneypenny,2019,3.9,4.0,3.9,3.6,4.3,3.9
Moneypenny,2020,3.6,3.7,3.7,3.0,3.7,3.7
Moneypenny,2021,2.9,2.5,3.6,2.5,3.5,3.7
Morgan-Stanley,2008,3.4,3.3,,3.3,3.6,3.0
Morgan-Stanley,2009,3.2,3.2,,3.0,3.3,3.0
Morgan-Stanley,2010,3.3,3.2,,3.1,3.2,3.1
Morgan-Stanley,2011,3.2,3.3,,3.0,3.1,3.0
Morgan-Stanley,2012,3.3,3.3,3.4,3.2,3.1,3.0
Morgan-Stanley,2013,3.3,3.1,3.3,3.2,3.1,2.9
Morgan-Stanley,2014,3.4,3.2,3.4,3.3,3.2,3.1
Morgan-Stanley,2015,3.6,3.2,3.6,3.5,3.4,3.2
Morgan-Stanley,2016,3.7,3.3,3.7,3.5,3.5,3.3
Morgan-Stanley,2017,3.7,3.3,3.7,3.6,3.4,3.4
Morgan-Stanley,2018,3.8,3.4,3.8,3.7,3.6,3.4
Morgan-Stanley,2019,3.7,3.4,3.8,3.6,3.6,3.3
Morgan-Stanley,2020,4.0,3.5,3.9,3.8,3.7,3.5
Morgan-Stanley,2021,3.9,3.4,3.9,3.8,3.7,3.6
Morrisons,2009,4.0,4.0,,4.0,4.0,5.0
Morrisons,2010,3.5,3.2,,2.2,2.5,3.0
Morrisons,2011,4.0,4.0,,4.0,4.0,3.0
Morrisons,2012,3.2,3.4,2.8,3.1,3.2,2.7
Morrisons,2013,2.9,2.4,2.7,2.6,2.5,2.5
Morrisons,2014,2.7,2.6,2.6,2.6,3.1,2.1
Morrisons,2015,2.9,2.7,2.7,2.6,2.9,2.5
Morrisons,2016,2.9,2.6,2.9,2.7,3.0,2.5
Morrisons,2017,3.0,2.7,2.8,2.7,3.0,2.4
Morrisons,2018,3.1,2.8,3.0,2.7,3.1,2.5
Morrisons,2019,3.2,2.8,2.9,2.8,3.1,2.5
Morrisons,2020,3.5,3.1,3.2,3.0,3.3,2.8
Morrisons,2021,3.5,3.2,3.1,2.9,3.3,2.8
Mountain-Warehouse,2012,4.0,3.0,4.0,4.0,1.0,1.0
Mountain-Warehouse,2013,1.0,3.0,1.0,2.3,3.0,1.0
Mountain-Warehouse,2014,1.7,1.7,1.7,1.0,1.3,2.0
Mountain-Warehouse,2015,2.3,2.4,2.6,2.4,2.3,2.1
Mountain-Warehouse,2016,2.1,2.2,2.0,2.1,2.2,2.0
Mountain-Warehouse,2017,2.2,2.4,2.0,1.8,2.0,1.9
Mountain-Warehouse,2018,2.6,2.6,2.5,2.3,2.2,2.4
Mountain-Warehouse,2019,3.1,2.7,2.8,2.8,2.7,2.9
Mountain-Warehouse,2020,3.3,3.1,3.0,2.8,2.8,2.8
Mountain-Warehouse,2021,3.0,2.8,2.6,3.0,2.5,2.5
MyCSP,2016,3.0,3.5,5.0,3.5,3.0,3.0
MyCSP,2017,2.4,2.6,2.4,2.8,3.2,2.0
MyCSP,2018,5.0,5.0,5.0,5.0,5.0,5.0
MyCSP,2019,1.9,2.0,1.8,1.7,2.2,2.2
MyCSP,2020,3.5,3.8,3.8,3.4,3.0,3.4
MyCSP,2021,4.0,5.0,3.5,2.5,4.0,4.0
NHS,2008,2.9,3.3,,3.0,2.9,2.2
NHS,2009,1.5,2.5,,2.0,3.0,1.5
NHS,2010,2.0,2.0,,3.0,2.0,3.0
NHS,2011,3.0,4.0,,2.5,3.0,2.5
NHS,2012,3.2,4.8,3.2,2.8,3.0,3.2
NHS,2013,3.0,2.6,3.0,3.2,3.4,2.4
NHS,2014,3.5,3.2,3.1,3.1,3.0,2.5
NHS,2015,3.3,3.1,3.3,3.0,3.0,2.7
NHS,2016,3.3,3.1,3.2,3.2,3.0,2.6
NHS,2017,3.5,3.1,3.4,3.2,3.0,2.7
NHS,2018,3.7,3.3,3.5,3.5,3.2,2.9
NHS,2019,3.8,3.4,3.7,3.5,3.3,3.1
NHS,2020,4.0,3.4,3.7,3.7,3.4,3.2
NHS,2021,4.0,3.5,3.8,3.7,3.3,3.3
NHS-England,2017,3.9,3.0,4.0,4.1,2.6,3.4
NHS-England,2018,3.6,2.8,3.3,3.5,2.9,3.0
NHS-England,2019,3.8,4.2,3.4,3.4,3.8,3.2
NHS-England,2020,3.9,3.6,3.4,3.6,3.7,3.0
NHS-England,2021,4.0,3.8,3.9,3.6,3.4,3.4
NHS-Professionals,2014,1.5,3.0,1.5,3.0,3.5,1.0
NHS-Professionals,2015,3.8,4.8,4.4,2.0,2.5,3.2
NHS-Professionals,2016,2.3,4.0,2.5,2.0,1.0,2.5
NHS-Professionals,2017,3.2,3.5,3.0,2.7,2.7,2.2
NHS-Professionals,2018,2.3,3.0,2.1,2.3,2.4,1.8
NHS-Professionals,2019,2.7,3.1,2.7,2.2,2.7,2.5
NHS-Professionals,2020,3.5,3.6,3.5,3.1,3.1,2.9
NHS-Professionals,2021,3.4,3.6,3.1,3.2,3.3,3.1
NPSA,2014,3.5,4.0,3.0,3.0,2.0,3.0
Nando-s-UK-and-IRE,2011,3.5,3.5,,4.5,2.5,3.5
Nando-s-UK-and-IRE,2012,4.0,5.0,5.0,4.0,3.0,3.0
Nando-s-UK-and-IRE,2013,1.0,1.0,1.0,3.0,5.0,2.0
Nando-s-UK-and-IRE,2014,3.8,3.0,3.8,3.2,3.0,3.0
Nando-s-UK-and-IRE,2015,3.7,3.0,3.9,3.4,3.5,3.4
Nando-s-UK-and-IRE,2016,3.8,3.2,4.3,3.4,3.3,3.6
Nando-s-UK-and-IRE,2017,3.8,3.2,4.2,3.6,3.3,3.4
Nando-s-UK-and-IRE,2018,4.0,3.3,4.2,3.7,3.7,3.5
Nando-s-UK-and-IRE,2019,4.0,3.4,4.3,3.7,3.7,3.6
Nando-s-UK-and-IRE,2020,4.3,3.6,4.4,3.8,3.9,3.7
Nando-s-UK-and-IRE,2021,4.3,3.6,4.3,3.8,3.6,3.8
National-Institute-for-Health-and-Care-Excellence,2012,3.0,,,,,
National-Institute-for-Health-and-Care-Excellence,2013,2.0,2.0,1.0,2.0,2.0,1.0
National-Institute-for-Health-and-Care-Excellence,2014,1.0,3.0,3.0,3.0,3.0,3.0
National-Institute-for-Health-and-Care-Excellence,2015,3.0,3.5,3.0,3.0,3.0,3.0
National-Institute-for-Health-and-Care-Excellence,2016,3.0,3.2,3.0,2.2,2.8,2.2
National-Institute-for-Health-and-Care-Excellence,2017,3.3,3.7,3.8,3.2,3.2,2.8
National-Institute-for-Health-and-Care-Excellence,2018,3.9,4.3,3.9,3.5,3.9,3.6
National-Institute-for-Health-and-Care-Excellence,2019,3.0,3.8,2.8,3.2,2.8,3.2
National-Institute-for-Health-and-Care-Excellence,2020,3.8,3.7,3.5,3.3,3.5,3.3
National-Institute-for-Health-and-Care-Excellence,2021,3.7,4.2,3.8,3.2,3.8,3.4
National-Offender-Management-Service,2017,4.3,5.0,4.0,3.7,4.3,3.3
National-Offender-Management-Service,2019,1.0,3.0,1.0,2.0,4.0,4.0
National-Offender-Management-Service,2021,3.0,2.0,2.0,2.0,2.0,2.0
National-Star,2017,4.2,4.2,4.8,5.0,4.2,4.4
National-Star,2018,4.0,4.0,5.0,3.0,4.0,4.0
National-Star,2019,4.8,4.0,5.0,4.4,3.8,4.0
National-Star,2020,4.0,3.0,4.3,4.0,3.3,2.3
National-Star,2021,4.3,3.5,4.0,4.0,4.0,4.0
Nationwide-Building-Society,2010,4.0,3.5,,2.5,2.5,3.5
Nationwide-Building-Society,2011,3.2,4.0,,2.8,2.8,2.5
Nationwide-Building-Society,2012,2.0,2.5,3.0,1.5,1.0,3.0
Nationwide-Building-Society,2013,3.3,3.3,3.7,2.7,3.0,3.2
Nationwide-Building-Society,2014,3.5,3.6,3.9,3.4,3.3,3.3
Nationwide-Building-Society,2015,3.0,3.0,3.2,3.0,3.0,2.5
Nationwide-Building-Society,2016,3.4,3.6,3.8,3.2,3.5,3.1
Nationwide-Building-Society,2017,3.7,3.8,3.9,3.5,3.6,3.2
Nationwide-Building-Society,2018,3.5,3.8,3.7,2.9,3.4,2.9
Nationwide-Building-Society,2019,3.9,4.0,4.1,3.4,3.7,3.4
Nationwide-Building-Society,2020,3.8,4.0,4.1,3.2,3.7,3.4
Nationwide-Building-Society,2021,3.9,4.1,4.1,3.2,3.6,3.5
Network-Rail,2008,2.4,3.2,,2.8,2.8,2.0
Network-Rail,2009,3.7,2.7,,3.7,3.0,3.0
Network-Rail,2010,4.0,3.0,,3.2,3.5,3.2
Network-Rail,2011,2.8,3.5,,3.2,3.2,2.5
Network-Rail,2012,3.4,3.8,3.0,3.5,3.3,3.3
Network-Rail,2013,3.4,3.3,3.0,3.3,3.8,2.7
Network-Rail,2014,3.5,3.4,3.1,3.5,3.5,2.7
Network-Rail,2015,3.6,3.9,3.3,3.6,3.5,3.0
Network-Rail,2016,3.3,3.6,3.1,3.4,3.5,2.6
Network-Rail,2017,3.5,3.7,3.2,3.5,3.5,2.6
